LemmaID	singularForm	singularPatter	brokenPluralForm	brokenPluralPattern
n@ji*ol_1@1	ji*ol	fiEol	>ajo*Al	>afoEAl
n@ji*ol_1@1	ji*ol	fiEol	ju*uwl	fuEuwl
n@ji*om_1@1	ji*om	fiEol	>ajo*Am	>afoEAl
n@ji*or_1@0	ji*or	fiEol	ju*uwr	fuEuwl
n@jirAb_1@1	jirAb	fiEAl	>ajoribap	>afoEilap
n@jirAb_1@1	jirAb	fiEAl	jurub	fuEul
n@jisom_1@1	jisom	fiEol	>ajosAm	>afoEAl
n@jisor_1@1	jisor	fiEol	jusuwr	fuEuwl
n@jivoliyq_1@1	jivoliyq	fiEoliyl	javAliqap	faEAlilap
n@jiyfap_1@0	jiyfap	fiylap	jiyaf	fiyal
n@jiyl_1@1	jiyl	fiyl	>ajoyAl	>afoyAl
n@jub~_1@1	jub~	fuE~	>ajobAb	>afoEAE
n@jub~ap_1@1	jub~ap	ful~ap	jubab	fulal
n@judojud_1@0	judojud	fuEolul	jadAjid	faEAlil
n@juHor_1@0	juHor	fuEol	>ajoHAr	>afoEAl
n@juHor_1@0	juHor	fuEol	juHuwr	fuEuwl
n@jul~aY_1@1	jul~aY	ful~aY	julal	fulal
n@julojul_1@0	julojul	fuEolul	jalAjil	faEAlil
n@julomuwd_1@1	julomuwd	fuEoluwl	jalAmiyd	faEAliyl
n@jumojumap_1@0	jumojumap	fuEolulap	jamAjim	faEAlil
n@jumolap_1@0	jumolap	fuEolap	jumal	fuEal
n@jun~Az_1@1	jun~Az	fuE~Al	janAniyz	faEAliyl
n@junodub_1@1	junodub	fuEolul	janAdib	faEAlil
n@junoHap_1@0	junoHap	fuEolap	junaH	fuEal
n@junok_1@1	junok	fuEol	junuwk	fuEuwl
n@jurof_1@0	jurof	fuEol	juruwf	fuEuwl
n@jurom_1@1	jurom	fuEol	>ajorAm	>afoEAl
n@jurom_1@1	jurom	fuEol	juruwm	fuEuwl
n@juron_1@0	juron	fuEol	>ajorAn	>afoEAl
n@juronAl_1@1	juronAl	fuEolAl	jarAniyl	faEAliyl
n@jurovuwm_1@0	jurovuwm	fuEoluwl	jarAviym	faEAliyl
n@jurozap_1@0	jurozap	fuEolap	juraz	fuEal
n@juv~ap_1@1	juv~ap	ful~ap	juvav	fulal
n@juwn_1@1	juwn	fuwl	>ajowAn	>afoEAl
n@juwrap_1@1	juwrap	fuwlap	juwar	fuwal
n@juzo'_1@0	juzo'	fuEol	>ajozA'	>afoEAl
n@juzo'_1@0	juzo'	fuEol	>ajozA}	>afoEAl
n@juzo'_1@0	juzo'	fuEol	>ajozA&	>afoEAl
n@kabid_1@1	kabid	faEil	>akobAd	>afoEAl
n@kabo$_1@0	kabo$	faEol	>akobA$	>afoEAl
n@kabo$_1@0	kabo$	faEol	kibA$	fiEAl
n@kabol_1@1	kabol	faEol	kubuwl	fuEuwl
n@kAbuws_1@1	kAbuws	fAEuwl	kawAbiys	fawAEiyl
n@kab~uwt_1@1	kab~uwt	faE~uwl	kabAbiyt	faEAliyl
n@kaf~_2@0	kaf~	faE~	kufuwf	fuEuwl
n@kaf~_2@0	kaf~	fal~	kufuwf	fuEuwl
n@kafan_1@1	kafan	faEal	>akofAn	>afoEAl
n@kAHil_1@1	kAHil	fAEil	kawAHil	fawAEil
n@kAhiyap_1@1	kAhiyap	fAEilap	kawAhiy	fawAEil
n@kahof_1@1	kahof	faEol	kuhuwf	fuEuwl
n@kahorab_2@1	kahorab	faEolal	kahArib	faEAlil
n@kala>_1@1	kala>	faEal	>akolA'	>afoEAl
n@kalob_1@0	kalob	faEol	kilAb	fiEAl
n@kalokal_2@1	kalokal	faEolal	kalAkil	faEAlil
n@kalom_1@1	kalom	faEol	kuluwm	fuEuwl
n@kan~_1@1	kan~	fal~	>akonAn	>afoEAl
n@kan~ap_1@1	kan~ap	faE~ap	kanA}in	faEA}il
n@kaniyf_1@1	kaniyf	faEiyl	kunuf	fuEul
n@kaniys_1@0	kaniys	faEiyl	kanA}is	faEA}il
n@kaniysap_1@1	kaniysap	faEiylap	kanA}is	faEA}il
n@kanoz_1@0	kanoz	faEol	kunuwz	fuEuwl
n@kAnuwn_2@1	kAnuwn	fAEuwl	kawAniyn	fawAEiyl
n@ka$oka$_2@1	ka$oka$	faEolal	ka$Aki$	faEAlil
n@kAriE_1@1	kAriE	fAEil	kawAriE	fawAEil
n@kArivap_1@1	kArivap	fAEilap	kawAriv	fawAEil
n@kariyhap_1@1	kariyhap	faEiylap	karA}ih	faEA}il
n@kariymap_1@1	kariymap	faEiylap	karA}im	faEA}il
n@karob_1@1	karob	faEol	kuruwb	fuEuwl
n@karom_1@1	karom	faEol	kuruwm	fuEuwl
n@kAs_1@1	kAs	fAl	>akowAs	>afoEAl
n@katif_1@1	katif	faEil	>akotAf	>afoEAl
n@katiybap_1@0	katiybap	faEiylap	katA}ib	faEA}il
n@katokuwt_1@1	katokuwt	faEoluwl	katAkiyt	faEAliyl
n@kaviyb_1@1	kaviyb	faEiyl	kuvobAn	fuEolAn
n@kaviyb_1@1	kaviyb	faEiyl	kuvub	fuEul
n@kawokab_1@1	kawokab	faEolal	kawAkib	faEAlil
n@kawokab_1@1	kawokab	faEolal	kawAkib	fawAEil
n@kawokab_1@1	kawokab	fawoEal	kawAkib	fawAEil
n@kawom_1@1	kawom	faEol	>akowAm	>afoEAl
n@kayod_1@1	kayod	faEol	kiyAd	fiEAl
n@kayokap_1@1	kayokap	faEolal	kayAkiy	faEAlil
n@kayokap_1@1	kayokap	fayoEal	kayAkiy	fayAEil
n@kayol_1@1	kayol	faEol	>akoyAl	>afoEAl
n@kiboriyt_2@0	kiboriyt	fiEoliyl	kabAriyt	faEAliyl
n@kif~ap_1@1	kif~ap	fiE~ap	kifaf	fiEaE
n@kiro$_1@0	kiro$	fiEol	>akorA$	>afoEAl
n@kiro$_1@0	kiro$	fiEol	kuruw$	fuEuwl
n@kirobAl_1@1	kirobAl	fiEolAl	karAbiyl	faEAliyl
n@kirodAn_1@1	kirodAn	fiEolAl	karAdiyn	faEAliyl
n@kitAb_1@0	kitAb	fiEAl	kutub	fuEul
n@kiys_1@0	kiys	fiyl	>akoyAs	>afoyAl
n@kuboriy_1@1	kuboriy	fuEoliy	kabAriy	faEAliy
n@kudos_1@0	kudos	fuEol	>akodAs	>afoEAl
n@kuEoburap_1@1	kuEoburap	fuEolulap	kaEAbir	faEAlil
n@kul~Ab_1@1	kul~Ab	fuE~Al	kalAliyb	faEAliyl
n@kulofap_1@1	kulofap	fuEolap	kulaf	fuEal
n@kumosAriy~_1@0	kumosAriy~	fuEolAliy~	kumosAriy~ap	fuEolAliy~ap
n@kunodurap_1@1	kunodurap	fuEolulap	kanAdir	faEAlil
n@kunoyap_1@1	kunoyap	fuEolap	kunaY	fuEal
n@ku$ok_1@0	ku$ok	fuEol	>ako$Ak	>afoEAl
n@kurobAj_1@1	kurobAj	fuEolAl	karAbiyj	faEAliyl
n@kurobap_1@1	kurobap	fuEolap	kurab	fuEal
n@kurokiy~_1@1	kurokiy~	fuEoliy~	karAkiy~	faEAliy~
n@kurokiy~_1@1	kurokiy~	fuEoliyl	karAkiy~	faEAliyl
n@kuroniy$_1@1	kuroniy$	fuEoliyl	karAniy$	faEAliyl
n@kurosiy~_1@1	kurosiy~	fuEoliy~	karAsiy~	faEAliy~
n@kurosiy~_1@1	kurosiy~	fuEoliyl	karAsiy~	faEAliyl
n@kut~Ab_1@0	kut~Ab	fuE~Al	katAtiyb	faEAliyl
n@kutolap_1@1	kutolap	fuEolap	kutal	fuEal
n@kuw$ap_1@1	kuw$ap	fuwlap	kuwa$	fuwal
n@kuwArap_1@1	kuwArap	fuEAlap	kawA}ir	faEA}il
n@kuwE_1@1	kuwE	fuwl	>akowAE	>afoEAl
n@kuwE_1@1	kuwE	fuwl	kiyEAn	fiylAn
n@kuwmosAriy~_1@0	kuwmosAriy~	fuwEolAliy~	kuwmosAriy~ap	fuwEolAliy~ap
n@kuwx_1@0	kuwx	fuwl	>akowAx	>afoEAl
n@kuwz_1@1	kuwz	fuwl	>akowAz	>afoEAl
n@kuwz_1@1	kuwz	fuwl	kiyzAn	fiylAn
n@labab_1@0	labab	faEal	>alobAb	>afoEAl
n@laEob_1@1	laEob	faEol	>aloEAb	>afoEAl
n@laEolaE_2@1	laEolaE	faEolal	laEAliE	faEAlil
n@lafoZ_1@0	lafoZ	faEol	>alofAZ	>afoEAl
n@lagom_1@1	lagom	faEol	>alogAm	>afoEAl
n@lAHiqap_1@1	lAHiqap	fAEilap	lawAHiq	fawAEil
n@lAHiZap_1@1	lAHiZap	fAEilap	lawAHiZ	fawAEil
n@laHod_1@0	laHod	faEol	>aloHAd	>afoEAl
n@laHod_1@0	laHod	faEol	luHuwd	fuEuwl
n@laHon_1@0	laHon	faEol	>aloHAn	>afoEAl
n@lA*iEap_1@1	lA*iEap	fAEilap	lawA*iE	fawAEil
n@lA}im_1@2	lA}im	fAEil	luw~Am	fuE~Al
n@lakan_1@1	lakan	faEal	>alokAn	>afoEAl
n@lam~ap_1@1	lam~ap	faE~ap	limAm	filAl
n@laqab_1@0	laqab	faEal	>aloqAb	>afoEAl
n@laqiyT_1@1	laqiyT	faEiyl	luqaTA'	fuEalA'
n@lASiqap_1@0	lASiqap	fAEilap	lawASiq	fawAEil
n@laTiyfap_1@1	laTiyfap	faEiylap	laTA}if	faEA}il
n@lawolab_1@1	lawolab	faEolal	lawAlib	faEAlil
n@lawolab_1@1	lawolab	faEolal	lawAlib	fawAEil
n@lawolab_1@1	lawolab	fawoEal	lawAlib	fawAEil
n@lawon_1@0	lawon	faEol	>alowAn	>afoEAl
n@layov_1@1	layov	faEol	luyuwv	fuEuwl
n@libodap_1@1	libodap	fiEolap	libad	fiEal
n@liHAf_1@1	liHAf	fiEAl	>aloHifap	>afoEilap
n@liHAf_1@1	liHAf	fiEAl	luHuf	fuEul
n@lijAm_1@1	lijAm	fiEAl	>alojimap	>afoEilap
n@lijAm_1@1	lijAm	fiEAl	lujum	fuEul
n@lisAn_1@0	lisAn	fiEAl	>alosinap	>afoEilap
n@lisAn_1@0	lisAn	fiEAl	>alosun	>afoEul
n@livAm_1@1	livAm	fiEAl	luvum	fuEul
n@luEobap_1@1	luEobap	fuEolap	luEab	fuEal
n@lugod_1@1	lugod	fuEol	>alogAd	>afoEAl
n@lugod_1@1	lugod	fuEol	luguwd	fuEuwl
n@lugoduwd_1@0	lugoduwd	fuEoluwl	lagAdiyd	faEAliyl
n@lugoz_1@1	lugoz	fuEol	>alogAz	>afoEAl
n@luqoTap_1@1	luqoTap	fuEolap	luqaT	fuEal
n@maboda>_1@0	maboda>	faEolal	mabAdi}	faEAlil
n@maboda>_1@0	maboda>	mafoEal	mabAdi}	mafAEil
n@maboEav_1@1	maboEav	faEolal	mabAEiv	faEAlil
n@maboEav_1@1	maboEav	mafoEal	mabAEiv	mafAEil
n@maboHav_1@0	maboHav	faEolal	mabAHiv	faEAlil
n@maboHav_1@0	maboHav	mafoEal	mabAHiv	mafAEil
n@mabolag_1@1	mabolag	faEolal	mabAlig	faEAlil
n@mabolag_1@1	mabolag	mafoEal	mabAlig	mafAEil
n@mabonaY_1@1	mabonaY	faEolal	mabAniy	faEAlil
n@mabonaY_1@1	mabonaY	mafoEal	mabAniy	mafAEil
n@mabosim_1@1	mabosim	mafoEil	mabAsim	mafAEil
n@madad_1@1	madad	faEal	>amodAd	>afoEAl
n@maDAfap_1@1	maDAfap	faEAlap	maDA}if	faEA}il
n@maDAfap_1@1	maDAfap	mafAlap	maDA}if	mafAEil
n@mAd~ap_1@1	mAd~ap	fAE~ap	mawAd~	fawAE~
n@madiyH_1@1	madiyH	faEiyl	madA}iH	faEA}il
n@madiyH_1@1	madiyH	mafiyl	madA}iH	mafA}il
n@madobag_1@0	madobag	faEolal	madAbig	faEAlil
n@madobag_1@0	madobag	mafoEal	madAbig	mafAEil
n@maDobaTap_1@1	maDobaTap	faEolalap	maDAbiT	faEAlil
n@maDobaTap_1@1	maDobaTap	mafoEalap	maDAbiT	mafAEil
n@madofan_1@0	madofan	faEolal	madAfin	faEAlil
n@madofan_1@0	madofan	mafoEal	madAfin	mafAEil
n@maDojaE_1@0	maDojaE	faEolal	maDAjiE	faEAlil
n@maDojaE_1@0	maDojaE	mafoEal	maDAjiE	mafAEil
n@madomaE_1@0	madomaE	faEolal	madAmiE	faEAlil
n@madomaE_1@0	madomaE	mafoEal	madAmiE	mafAEil
n@maDomuwn_1@1	maDomuwn	faEoluwl	maDAmiyn	faEAliyl
n@maDomuwn_1@1	maDomuwn	mafoEuwl	maDAmiyn	mafAEiyl
n@madoraj_1@1	madoraj	faEolal	madArij	faEAlil
n@madoraj_1@1	madoraj	mafoEal	madArij	mafAEil
n@madorasap_1@0	madorasap	faEolalap	madAris	faEAlil
n@madorasap_1@0	madorasap	mafoEalap	madAris	mafAEil
n@maDorib_1@0	maDorib	mafoEil	maDArib	mafAEil
n@madoxal_1@1	madoxal	faEolal	madAxil	faEAlil
n@madoxal_1@1	madoxal	mafoEal	madAxil	mafAEil
n@maEo$ar_1@1	maEo$ar	faEolal	maEA$ir	faEAlil
n@maEo$ar_1@1	maEo$ar	mafoEal	maEA$ir	mafAEil
n@maEobar_1@0	maEobar	faEolal	maEAbir	faEAlil
n@maEobar_1@0	maEobar	mafoEal	maEAbir	mafAEil
n@maEohad_1@1	maEohad	faEolal	maEAhid	faEAlil
n@maEohad_1@1	maEohad	mafoEal	maEAhid	mafAEil
n@maEo*irap_1@1	maEo*irap	mafoEilap	maEA*ir	mafAEil
n@maEoqid_1@0	maEoqid	mafoEil	maEAqid	mafAEil
n@maEoqil_1@1	maEoqil	mafoEil	maEAqil	mafAEil
n@maEoraj_1@0	maEoraj	faEolal	maEArij	faEAlil
n@maEoraj_1@0	maEoraj	mafoEal	maEArij	mafAEil
n@maEorakap_1@1	maEorakap	faEolalap	maEArik	faEAlil
n@maEorakap_1@1	maEorakap	mafoEalap	maEArik	mafAEil
n@maEoriD_1@1	maEoriD	mafoEil	maEAriD	mafAEil
n@maEoruwD_2@0	maEoruwD	faEoluwl	maEAriyD	faEAliyl
n@maEoruwD_2@0	maEoruwD	mafoEuwl	maEAriyD	mafAEiyl
n@maEoSiyap_1@1	maEoSiyap	mafoEilap	maEASiy	mafAEil
n@mAEuwn_1@1	mAEuwn	fAEuwl	mawAEiyn	fawAEiyl
n@mafohuwm_2@1	mafohuwm	faEoluwl	mafAhiym	faEAliyl
n@mafohuwm_2@1	mafohuwm	mafoEuwl	mafAhiym	mafAEiyl
n@maforaH_1@1	maforaH	faEolal	mafAriH	faEAlil
n@maforaH_1@1	maforaH	mafoEal	mafAriH	mafAEil
n@maforaj_1@1	maforaj	faEolal	mafArij	faEAlil
n@maforaj_1@1	maforaj	mafoEal	mafArij	mafAEil
n@maforax_1@1	maforax	faEolal	mafArix	faEAlil
n@maforax_1@1	maforax	mafoEal	mafArix	mafAEil
n@maforazap_1@1	maforazap	faEolalap	mafAriz	faEAlil
n@maforazap_1@1	maforazap	mafoEalap	mafAriz	mafAEil
n@mafosadap_1@0	mafosadap	faEolalap	mafAsid	faEAlil
n@mafosadap_1@0	mafosadap	mafoEalap	mafAsid	mafAEil
n@mafoSil_1@0	mafoSil	mafoEil	mafASil	mafAEil
n@mafoxarap_1@1	mafoxarap	faEolalap	mafAxir	faEAlil
n@mafoxarap_1@1	mafoxarap	mafoEalap	mafAxir	mafAEil
n@magolaTap_1@0	magolaTap	faEolalap	magAliT	faEAlil
n@magolaTap_1@0	magolaTap	mafoEalap	magAliT	mafAEil
n@magomaz_1@1	magomaz	faEolal	magAmiz	faEAlil
n@magomaz_1@1	magomaz	mafoEal	magAmiz	mafAEil
n@magoraz_1@1	magoraz	faEolal	magAriz	faEAlil
n@magoraz_1@1	magoraz	mafoEal	magAriz	mafAEil
n@magosal_1@1	magosal	faEolal	magAsil	faEAlil
n@magosal_1@1	magosal	mafoEal	magAsil	mafAEil
n@magoTis_1@1	magoTis	mafoEil	magATis	mafAEil
n@magozaY_1@1	magozaY	faEolal	magAziy	faEAlil
n@magozaY_1@1	magozaY	mafoEal	magAziy	mafAEil
n@maHo$a$_1@1	maHo$a$	faEolal	maHA$i$	faEAlil
n@maHo$a$_1@1	maHo$a$	mafoEal	maHA$i$	mafAEil
n@maHobas_1@1	maHobas	faEolal	maHAbis	faEAlil
n@maHobas_1@1	maHobas	mafoEal	maHAbis	mafAEil
n@mahobiT_1@1	mahobiT	mafoEil	mahAbiT	mafAEil
n@mahod_1@1	mahod	faEol	muhuwd	fuEuwl
n@maHoDan_1@1	maHoDan	faEolal	maHADin	faEAlil
n@maHoDan_1@1	maHoDan	mafoEal	maHADin	mafAEil
n@maHofil_1@0	maHofil	mafoEil	maHAfil	mafAEil
n@maHojar_1@1	maHojar	faEolal	maHAjir	faEAlil
n@maHojar_1@1	maHojar	mafoEal	maHAjir	mafAEil
n@maHojir_1@0	maHojir	mafoEil	maHAjir	mafAEil
n@maHokamap_1@1	maHokamap	faEolalap	maHAkim	faEAlil
n@maHokamap_1@1	maHokamap	mafoEalap	maHAkim	mafAEil
n@maHomadap_1@0	maHomadap	faEolalap	maHAmid	faEAlil
n@maHomadap_1@0	maHomadap	mafoEalap	maHAmid	mafAEil
n@maHonaY_1@2	maHonaY	faEolal	maHAniy	faEAlil
n@maHonaY_1@2	maHonaY	mafoEal	maHAniy	mafAEil
n@maHoramap_1@1	maHoramap	faEolalap	maHArim	faEAlil
n@maHoramap_1@1	maHoramap	mafoEalap	maHArim	mafAEil
n@mahoraq_1@1	mahoraq	faEolal	mahAriq	faEAlil
n@mahoraq_1@1	mahoraq	mafoEal	mahAriq	mafAEil
n@mahowaY_1@1	mahowaY	faEolal	mahAwiy	faEAlil
n@mahowaY_1@1	mahowaY	mafoEal	mahAwiy	mafAEil
n@mA}id_1@0	mA}id	fAEil	mayodaY	faEolaY
n@mA}idap_1@1	mA}idap	fAEilap	mawA}id	faEA}il
n@mA}idap_1@1	mA}idap	fAEilap	mawA}id	fawAEil
n@mA}iE_1@2	mA}iE	fAEil	mawA}iE	fawAEil
n@ma$iyj_1@0	ma$iyj	faEiyl	>amo$Aj	>afoEAl
n@mAjil_1@1	mAjil	fAEil	mawAjil	fawAEil
n@majobaY_1@1	majobaY	faEolal	majAbiy	faEAlil
n@majobaY_1@1	majobaY	mafoEal	majAbiy	mafAEil
n@majod_2@1	majod	faEol	>amojAd	>afoEAl
n@majolis_1@1	majolis	mafoEil	majAlis	mafAEil
n@majomaE_1@1	majomaE	faEolal	majAmiE	faEAlil
n@majomaE_1@1	majomaE	mafoEal	majAmiE	mafAEil
n@majonaY_1@1	majonaY	faEolal	majAniy	faEAlil
n@majonaY_1@1	majonaY	mafoEal	majAniy	mafAEil
n@majonuwn_1@3	majonuwn	faEoluwl	majAniyn	faEAliyl
n@majonuwn_1@3	majonuwn	mafoEuwl	majAniyn	mafAEiyl
n@majoraY_1@2	majoraY	faEolal	majAriy	faEAlil
n@majoraY_1@2	majoraY	mafoEal	majAriy	mafAEil
n@majozarap_1@1	majozarap	faEolalap	majAzir	faEAlil
n@majozarap_1@1	majozarap	mafoEalap	majAzir	mafAEil
n@mAjuwr_2@1	mAjuwr	fAEuwl	mawAjiyr	fawAEiyl
n@makAn_1@0	makAn	faEAl	>amokinap	>afoEilap
n@makoman_1@0	makoman	faEolal	makAmin	faEAlil
n@makoman_1@0	makoman	mafoEal	makAmin	mafAEil
n@makoram_2@0	makoram	faEolal	makArim	faEAlil
n@makoram_2@0	makoram	mafoEal	makArim	mafAEil
n@makos_1@1	makos	faEol	mukuws	fuEuwl
n@makosab_1@0	makosab	faEolal	makAsib	faEAlil
n@makosab_1@0	makosab	mafoEal	makAsib	mafAEil
n@makosir_2@0	makosir	mafoEil	makAsir	mafAEil
n@makotuwb_2@1	makotuwb	faEoluwl	makAtiyb	faEAliyl
n@makotuwb_2@1	makotuwb	mafoEuwl	makAtiyb	mafAEiyl
n@mAkuwk_1@0	mAkuwk	fAEuwl	mawAkiyk	fawAEiyl
n@mak~uwk_1@1	mak~uwk	faE~uwl	makAkiyk	faEAliyl
n@mAl_1@1	mAl	fAl	>amowAl	>afoEAl
n@malik_2@1	malik	faEil	>amolAk	>afoEAl
n@maliy~ap_1@1	maliy~ap	faEiy~ap	malAyA	faEAyA
n@maliyk_1@1	maliyk	faEiyl	mulakA'	fuEalA'
n@malo>ak_1@0	malo>ak	faEolal	malA}ik	faEAlil
n@malo>ak_1@0	malo>ak	mafoEal	malA}ik	mafAEil
n@maloEab_1@0	maloEab	faEolal	malAEib	faEAlil
n@maloEab_1@0	maloEab	mafoEal	malAEib	mafAEil
n@malohaY_1@0	malohaY	faEolal	malAhiy	faEAlil
n@malohaY_1@0	malohaY	mafoEal	malAhiy	mafAEil
n@maloHaZ_1@0	maloHaZ	faEolal	malAHiZ	faEAlil
n@maloHaZ_1@0	maloHaZ	mafoEal	malAHiZ	mafAEil
n@maloja>_1@1	maloja>	faEolal	malAji}	faEAlil
n@maloja>_1@1	maloja>	mafoEal	malAji}	mafAEil
n@malomaH_1@0	malomaH	faEolal	malAmiH	faEAlil
n@malomaH_1@0	malomaH	mafoEal	malAmiH	mafAEil
n@malomas_2@0	malomas	faEolal	malAmis	faEAlil
n@malomas_2@0	malomas	mafoEal	malAmis	mafAEil
n@maloqaY_1@0	maloqaY	faEolal	malAqiy	faEAlil
n@maloqaY_1@0	maloqaY	mafoEal	malAqiy	mafAEil
n@malozamap_1@0	malozamap	faEolalap	malAzim	faEAlil
n@malozamap_1@0	malozamap	mafoEalap	malAzim	mafAEil
n@mamo$aY_1@0	mamo$aY	faEolal	mamA$iy	faEAlil
n@mamo$aY_1@0	mamo$aY	mafoEal	mamA$iy	mafAEil
n@mamolaHap_1@1	mamolaHap	faEolalap	mamAliH	faEAlil
n@mamolaHap_1@1	mamolaHap	mafoEalap	mamAliH	mafAEil
n@mamolakap_1@0	mamolakap	faEolalap	mamAlik	faEAlil
n@mamolakap_1@0	mamolakap	mafoEalap	mamAlik	mafAEil
n@mamoluwk_3@0	mamoluwk	faEoluwl	mamAliyk	faEAliyl
n@mamoluwk_3@0	mamoluwk	mafoEuwl	mamAliyk	mafAEiyl
n@mAniE_2@1	mAniE	fAEil	mawAniE	fawAEil
n@mano$aT_1@0	mano$aT	faEolal	manA$iT	faEAlil
n@mano$aT_1@0	mano$aT	mafoEal	manA$iT	mafAEil
n@manobaE_1@0	manobaE	faEolal	manAbiE	faEAlil
n@manobaE_1@0	manobaE	mafoEal	manAbiE	mafAEil
n@manobat_1@1	manobat	faEolal	manAbit	faEAlil
n@manobat_1@1	manobat	mafoEal	manAbit	mafAEil
n@manodab_1@1	manodab	faEolal	manAdib	faEAlil
n@manodab_1@1	manodab	mafoEal	manAdib	mafAEil
n@manodiyl_1@1	manodiyl	faEoliyl	manAdiyl	faEAliyl
n@manodiyl_1@1	manodiyl	mafoEiyl	manAdiyl	mafAEiyl
n@manoEaY_1@1	manoEaY	faEolal	manAEiy	faEAlil
n@manoEaY_1@1	manoEaY	mafoEal	manAEiy	mafAEil
n@manofa*_1@0	manofa*	faEolal	manAfi*	faEAlil
n@manofa*_1@0	manofa*	mafoEal	manAfi*	mafAEil
n@manohaj_1@1	manohaj	faEolal	manAhij	faEAlil
n@manohaj_1@1	manohaj	mafoEal	manAhij	mafAEil
n@manoHal_1@0	manoHal	faEolal	manAHil	faEAlil
n@manoHal_1@0	manoHal	mafoEal	manAHil	mafAEil
n@manohal_2@0	manohal	faEolal	manAhil	faEAlil
n@manohal_2@0	manohal	mafoEal	manAhil	mafAEil
n@manoHaY_1@1	manoHaY	faEolal	manAHiy	faEAlil
n@manoHaY_1@1	manoHaY	mafoEal	manAHiy	mafAEil
n@manojam_1@0	manojam	faEolal	manAjim	faEAlil
n@manojam_1@0	manojam	mafoEal	manAjim	mafAEil
n@manojAp_2@0	manojAp	faEolAl	manAjiy	faEAlil
n@manokib_1@0	manokib	mafoEil	manAkib	mafAEil
n@manoqaE_1@1	manoqaE	faEolal	manAqiE	faEAlil
n@manoqaE_1@1	manoqaE	mafoEal	manAqiE	mafAEil
n@manoqal_1@1	manoqal	faEolal	manAqil	faEAlil
n@manoqal_1@1	manoqal	mafoEal	manAqil	mafAEil
n@manosar_1@1	manosar	faEolal	manAsir	faEAlil
n@manoSar_1@1	manoSar	faEolal	manASir	faEAlil
n@manosar_1@1	manosar	mafoEal	manAsir	mafAEil
n@manoSar_1@1	manoSar	mafoEal	manASir	mafAEil
n@manoSib_1@1	manoSib	mafoEil	manASib	mafAEil
n@manosik_1@0	manosik	mafoEil	manAsik	mafAEil
n@manosim_1@1	manosim	mafoEil	manAsim	mafAEil
n@manosuwb_3@1	manosuwb	faEoluwl	manAsiyb	faEAliyl
n@manosuwb_3@1	manosuwb	mafoEuwl	manAsiyb	mafAEiyl
n@manoxar_1@1	manoxar	faEolal	manAxir	faEAlil
n@manoxar_1@1	manoxar	mafoEal	manAxir	mafAEil
n@manoZar_1@0	manoZar	faEolal	manAZir	faEAlil
n@manoZar_1@0	manoZar	mafoEal	manAZir	mafAEil
n@manozil_1@1	manozil	mafoEil	manAzil	mafAEil
n@manozilap_1@1	manozilap	mafoEilap	manAzil	mafAEil
n@ma*obaHap_1@0	ma*obaHap	faEolalap	ma*AbiH	faEAlil
n@ma*obaHap_1@0	ma*obaHap	mafoEalap	ma*AbiH	mafAEil
n@ma>odubap_1@1	ma>odubap	mafoEulap	ma|dib	ma|Eil
n@ma$oEal_2@0	ma$oEal	faEolal	ma$AEil	faEAlil
n@ma$oEal_2@0	ma$oEal	mafoEal	ma$AEil	mafAEil
n@ma$ogal_1@1	ma$ogal	faEolal	ma$Agil	faEAlil
n@ma$ogal_1@1	ma$ogal	mafoEal	ma$Agil	mafAEil
n@ma$ohad_1@0	ma$ohad	faEolal	ma$Ahid	faEAlil
n@ma$ohad_1@0	ma$ohad	mafoEal	ma$Ahid	mafAEil
n@ma$olaH_1@0	ma$olaH	faEolal	ma$AliH	faEAlil
n@ma$olaH_1@0	ma$olaH	mafoEal	ma$AliH	mafAEil
n@ma>oman_1@1	ma>oman	ma>oEal	ma|min	ma|Eil
n@ma$oq_1@1	ma$oq	faEol	>amo$Aq	>afoEAl
n@ma>orab_1@0	ma>orab	ma>oEal	ma|rib	ma|Eil
n@ma$oraf_1@0	ma$oraf	faEolal	ma$Arif	faEAlil
n@ma$oraf_1@0	ma$oraf	mafoEal	ma$Arif	mafAEil
n@ma>osad_1@1	ma>osad	ma>oEal	ma|sid	ma|Eil
n@ma$otal_1@1	ma$otal	faEolal	ma$Atil	faEAlil
n@ma$otal_1@1	ma$otal	mafoEal	ma$Atil	mafAEil
n@ma>otam_1@1	ma>otam	ma>oEal	ma|tim	ma|Eil
n@ma>otaY_1@0	ma>otaY	ma>oEal	ma|tiy	ma|Eil
n@ma$otaY_1@1	ma$otaY	faEolal	ma$Atiy	faEAlil
n@ma$otaY_1@1	ma$otaY	mafoEal	ma$Atiy	mafAEil
n@ma>ovam_1@0	ma>ovam	ma>oEal	ma|vim	ma|Eil
n@ma>ovarap_1@0	ma>ovarap	mafoEalap	ma|vir	ma|lil
n@ma>oziq_1@1	ma>oziq	mafoEil	ma|ziq	ma|Eil
n@maqobar_1@1	maqobar	faEolal	maqAbir	faEAlil
n@maqobar_1@1	maqobar	mafoEal	maqAbir	mafAEil
n@maqobiD_1@1	maqobiD	mafoEil	maqAbiD	mafAEil
n@maqoEad_1@1	maqoEad	faEolal	maqAEid	faEAlil
n@maqoEad_1@1	maqoEad	mafoEal	maqAEid	mafAEil
n@maqohaY_1@1	maqohaY	faEolal	maqAhiy	faEAlil
