LemmaID	singularForm	singularPatter	brokenPluralForm	brokenPluralPattern
n@raqom_1@1	raqom	faEol	>aroqAm	>afoEAl
n@rasan_1@0	rasan	faEal	>arosAn	>afoEAl
n@raSiyf_1@1	raSiyf	faEiyl	>aroSifap	>afoEilap
n@rasom_1@0	rasom	faEol	rusuwm	fuEuwl
n@rasuwl_2@0	rasuwl	faEuwl	rusul	fuEul
n@ratol_1@1	ratol	faEol	>arotAl	>afoEAl
n@raTol_1@1	raTol	faEol	>aroTAl	>afoEAl
n@rawosam_1@1	rawosam	faEolal	rawAsim	faEAlil
n@rawosam_1@1	rawosam	faEolal	rawAsim	fawAEil
n@rawosam_1@1	rawosam	fawoEal	rawAsim	fawAEil
n@rayoE_1@1	rayoE	faEol	ruyuwE	fuEuwl
n@ridA'_1@1	ridA'	fiEAl	>arodiyap	>afoEilap
n@rido'_1@0	rido'	fiEol	>arodA'	>afoEAl
n@rido'_1@0	rido'	fiEol	>arodA}	>afoEAl
n@rifod_1@1	rifod	fiEol	>arofAd	>afoEAl
n@rifod_1@1	rifod	fiEol	rufuwd	fuEuwl
n@rijol_1@1	rijol	fiEol	>arojul	>afoEul
n@rijos_1@1	rijos	fiEol	>arojAs	>afoEAl
n@rikAb_1@0	rikAb	fiEAl	rukub	fuEul
n@rim~ap_1@1	rim~ap	fiE~ap	rimam	fiEaE
n@ritAj_1@0	ritAj	fiEAl	rutuj	fuEul
n@riybap_1@0	riybap	fiylap	riyab	fiyal
n@riyf_1@1	riyf	fiyl	>aroyAf	>afoyAl
n@riyH_1@1	riyH	fiyl	>aroyAH	>afoyAl
n@rizomap_1@1	rizomap	fiEolap	rizam	fiEal
n@rudon_1@1	rudon	fuEol	>arodAn	>afoEAl
n@rujomap_1@1	rujomap	fuEolap	rujam	fuEal
n@rukon_1@0	rukon	fuEol	>arokAn	>afoEAl
n@rumoH_1@1	rumoH	fuEol	>aromAH	>afoEAl
n@rumoH_1@1	rumoH	fuEol	rimAH	fiEAl
n@rusog_1@1	rusog	fuEol	>arosAg	>afoEAl
n@rutobap_1@0	rutobap	fuEolap	rutab	fuEal
n@ruwb_1@0	ruwb	fuwl	>arowAb	>afoEAl
n@ruwH_1@1	ruwH	fuwl	>arowAH	>afoEAl
n@ruxoSap_1@0	ruxoSap	fuEolap	ruxaS	fuEal
n@ruzo'_1@1	ruzo'	fuEol	>arozA'	>afoEAl
n@sabaq_1@1	sabaq	faEal	>asobAq	>afoEAl
n@sab~AT_1@1	sab~AT	faE~Al	sabAbiyT	faEAliyl
n@Sabiy~_1@1	Sabiy~	faEiy~	Siboyap	fiEolap
n@Sabiy~ap_1@0	Sabiy~ap	faEiy~ap	SabAyA	faEAyA
n@sabiyb_1@1	sabiyb	faEiyl	sabA}ib	faEA}il
n@sabiykap_1@1	sabiykap	faEiylap	sabA}ik	faEA}il
n@sabiyl_1@1	sabiyl	faEiyl	>asobilap	>afoEilap
n@sabiyl_1@1	sabiyl	faEiyl	subul	fuEul
n@saboE_2@1	saboE	faEol	>asobuE	>afoEul
n@saboE_2@1	saboE	faEol	sibAE	fiEAl
n@saboE_2@1	saboE	faEol	subuwE	fuEuwl
n@Sadaf_1@0	Sadaf	faEal	>aSodAf	>afoEAl
n@sad~ap_1@1	sad~ap	faE~ap	suduwd	fuEuwE
n@SadaY_1@0	SadaY	faEal	>aSodA'	>afoEAl
n@SadaY_1@0	SadaY	faEal	>aSodA}	>afoEAl
n@SadaY_1@0	SadaY	faEal	>aSodA&	>afoEAl
n@sAdin_1@0	sAdin	fAEil	sadanap	faEalap
n@SadoE_1@1	SadoE	faEol	SuduwE	fuEuwl
n@SAE_1@1	SAE	fAl	>aSowAE	>afoEAl
n@sAEid_2@1	sAEid	fAEil	sawAEid	fawAEil
n@SaEiyd_1@0	SaEiyd	faEiyl	SuEud	fuEul
n@saEodAn_1@0	saEodAn	faEolAl	saEAdiyn	faEAliyl
n@Safad_1@1	Safad	faEal	>aSofAd	>afoEAl
n@safaT_1@1	safaT	faEal	>asofAT	>afoEAl
n@safiyfap_1@1	safiyfap	faEiylap	safA}if	faEA}il
n@SafiyHap_1@1	SafiyHap	faEiylap	SafA}iH	faEA}il
n@safiynap_1@1	safiynap	faEiylap	safA}in	faEA}il
n@safiynap_1@1	safiynap	faEiylap	sufun	fuEul
n@safoH_1@0	safoH	faEol	sufuwH	fuEuwl
n@saf~uwd_1@1	saf~uwd	faE~uwl	safAfiyd	faEAliyl
n@SaH~Arap_1@1	SaH~Arap	faE~Alap	SaHAHiyr	faEAliyl
n@sAHil_1@1	sAHil	fAEil	sawAHil	fawAEil
n@SaHiyfap_1@1	SaHiyfap	faEiylap	SuHuf	fuEul
n@SaHofap_1@1	SaHofap	faEolap	SiHAf	fiEAl
n@sahom_1@1	sahom	faEol	>asohum	>afoEul
n@SaHon_1@1	SaHon	faEol	SuHuwn	fuEuwl
n@SaHorA'_1@1	SaHorA'	faEolA'	SaHAraY	faEAlaY
n@SA}ilap_1@1	SA}ilap	fAEilap	SawA}il	faEA}il
n@SA}ilap_1@1	SA}ilap	fAEilap	SawA}il	fawAEil
n@sA}is_1@1	sA}is	fAEil	suw~As	fuE~Al
n@saj~Adap_1@0	saj~Adap	faE~Alap	sajAjiyd	faEAliyl
n@sAjid_1@0	sAjid	fAEil	suj~ad	fuE~al
n@sajof_1@1	sajof	faEol	>asojAf	>afoEAl
n@sajof_1@1	sajof	faEol	sujuwf	fuEuwl
n@Sak~_1@0	Sak~	faE~	Sukuwk	fuEuwl
n@Sak~_1@0	Sak~	fal~	Sukuwk	fuEuwl
n@sal~ap_1@1	sal~ap	faE~ap	silAl	filAl
n@sAlib_1@1	sAlib	fAEil	sawAlib	fawAEil
n@SAliH_1@2	SAliH	fAEil	SawAliH	fawAEil
n@Saliyb_1@1	Saliyb	faEiyl	SulobAn	fuEolAn
n@saliylap_1@0	saliylap	faEiylap	salA}il	faEA}il
n@saliyqap_1@1	saliyqap	faEiylap	salA}iq	faEA}il
n@salojuwqiy~_1@1	salojuwqiy~	faEoluwliy~	salAjiqap	faEAlilap
n@samar_1@1	samar	faEal	>asomAr	>afoEAl
n@Samog_1@1	Samog	faEol	Sumuwg	fuEuwl
n@samot_1@1	samot	faEol	sumuwt	fuEuwl
n@SAmuwlap_1@0	SAmuwlap	fAEuwlap	SawAmiyl	fawAEiyl
n@samuwm_1@1	samuwm	faEuwl	samA}im	faEA}il
n@sanAm_1@1	sanAm	faEAl	>asonimap	>afoEilap
n@sAniyap_1@0	sAniyap	fAEilap	sawAniy	fawAEil
n@SaniyEap_1@1	SaniyEap	faEiylap	SanA}iE	faEA}il
n@Sanodal_2@0	Sanodal	faEolal	SanAdil	faEAlil
n@sanodAn_1@1	sanodAn	faEolAl	sanAdiyn	faEAliyl
n@Sanoj_1@0	Sanoj	faEol	Sunuwj	fuEuwl
n@sanojaq_1@1	sanojaq	faEolal	sanAjiq	faEAlil
n@sAq_1@1	sAq	fAl	siyqAn	fiylAn
n@sAqiy_1@1	sAqiy	fAEiy	suqAap	fuEAap
n@saqiyfap_1@1	saqiyfap	faEiylap	saqA}if	faEA}il
n@Saqolabiy~_1@0	Saqolabiy~	faEolaliy~	SaqAlibap	faEAlilap
n@sarab_1@1	sarab	faEal	>asorAb	>afoEAl
n@sAribap_1@0	sAribap	fAEilap	sawArib	fawAEil
n@sariy~_2@1	sariy~	faEiyl	>asoriyap	>afoEilap
n@sariy~_2@1	sariy~	faEiyl	suroyAn	fuEolAn
n@sariy~ap_1@0	sariy~ap	faEiy~ap	sarAyA	faEAyA
n@Sariyfap_1@1	Sariyfap	faEiylap	SarA}if	faEA}il
n@sariyr_1@1	sariyr	faEiyl	sarA}ir	faEA}il
n@sariyr_1@1	sariyr	faEiyl	sarAyir	faEAyil
n@Sarod_1@1	Sarod	faEol	Suruwd	fuEuwl
n@SaroH_1@1	SaroH	faEol	SuruwH	fuEuwl
n@saroj_1@1	saroj	faEol	suruwj	fuEuwl
n@SAruwx_1@0	SAruwx	fAEuwl	SawAriyx	fawAEiyl
n@satoh_1@1	satoh	faEol	>asotAh	>afoEAl
n@saToH_1@1	saToH	faEol	>asoTuH	>afoEul
n@saToH_1@1	saToH	faEol	suTuwH	fuEuwl
n@saTol_1@0	saTol	faEol	>asoTAl	>afoEAl
n@saTol_1@0	saTol	faEol	suTuwl	fuEuwl
n@saTor_1@1	saTor	faEol	>asoTAr	>afoEAl
n@saTor_1@1	saTor	faEol	>asoTur	>afoEul
n@saTor_1@1	saTor	faEol	suTuwr	fuEuwl
n@sATuwr_1@1	sATuwr	fAEuwl	sawATiyr	fawAEiyl
n@SawomaEap_1@1	SawomaEap	faEolalap	SawAmiE	faEAlil
n@SawomaEap_1@1	SawomaEap	fawoEalap	SawAmiE	fawAEil
n@sawoT_1@1	sawoT	faEol	>asowAT	>afoEAl
n@Sawot_1@1	Sawot	faEol	>aSowAt	>afoEAl
n@sawoT_1@1	sawoT	faEol	siyAT	fiEAl
n@saxiymap_1@0	saxiymap	faEiylap	saxA}im	faEA}il
n@saxolap_1@0	saxolap	faEolap	sixAl	fiEAl
n@Sayof_1@1	Sayof	faEol	>aSoyAf	>afoEAl
n@Sayof_1@1	Sayof	faEol	Suyuwf	fuEuwl
n@sayof_2@1	sayof	faEol	>asoyAf	>afoEAl
n@sayof_2@1	sayof	faEol	suyuwf	fuEuwl
n@sayor_2@1	sayor	faEol	suyuwr	fuEuwl
n@Sayoraf_1@1	Sayoraf	faEolal	SayArif	faEAlil
n@Sayoraf_1@1	Sayoraf	fayoEal	SayArif	fayAEil
n@Sayorafiy~_1@0	Sayorafiy~	faEolaliy~	SayArifap	faEAlilap
n@SibAg_1@0	SibAg	fiEAl	>aSobigap	>afoEilap
n@sibAr_1@0	sibAr	fiEAl	subur	fuEul
n@Sibog_1@1	Sibog	fiEol	>aSobAg	>afoEAl
n@sidol_1@0	sidol	fiEol	>asodAl	>afoEAl
n@siEolaY_1@0	siEolaY	fiEolal	saEAliy	faEAlil
n@siEor_1@0	siEor	fiEol	>asoEAr	>afoEAl
n@sifor_1@0	sifor	fiEol	>asofAr	>afoEAl
n@siHoliy~ap_1@1	siHoliy~ap	fiEoliy~ap	saHAliy	faEAliy
n@Sihor_1@1	Sihor	fiEol	>aSohAr	>afoEAl
n@Sihoriyj_1@1	Sihoriyj	fiEoliyl	SahAriyj	faEAliyl
n@sijon_1@0	sijon	fiEol	sujuwn	fuEuwl
n@sik~ap_1@1	sik~ap	fiE~ap	sikak	fiEaE
n@sik~iyn_1@1	sik~iyn	fiE~iyl	sakAkiyn	faEAliyl
n@silAH_1@0	silAH	fiEAl	>asoliHap	>afoEilap
n@silok_1@1	silok	fiEol	>asolAk	>afoEAl
n@silosilap_1@1	silosilap	fiEolilap	salAsil	faEAlil
n@simAT_1@1	simAT	fiEAl	>asomiTap	>afoEilap
n@simAT_1@1	simAT	fiEAl	sumuT	fuEul
n@SimAx_1@0	SimAx	fiEAl	>aSomixap	>afoEilap
n@simosAr_1@1	simosAr	fiEolAl	samAsirap	faEAlilap
n@simoT_1@1	simoT	fiEol	sumuwT	fuEuwl
n@sin~_1@1	sin~	fiE~	>asonAn	>afoEAE
n@Sin~Arap_1@1	Sin~Arap	fiE~Alap	SanAniyr	faEAliyl
n@Sinof_1@0	Sinof	fiEol	>aSonAf	>afoEAl
n@Sinof_1@0	Sinof	fiEol	Sunuwf	fuEuwl
n@Sinow_1@1	Sinow	fiEol	>aSonA'	>afoEAl
n@sir~_1@0	sir~	fiE~	>asorAr	>afoEAE
n@sirAj_2@1	sirAj	fiEAl	suruj	fuEul
n@|Sirap_1@0	|Sirap	|Eilap	>awASir	>afAEil
n@SirAT_1@1	SirAT	fiEAl	SuruT	fuEul
n@sirob_1@0	sirob	fiEol	>asorAb	>afoEAl
n@sirobAl_1@1	sirobAl	fiEolAl	sarAbiyl	faEAliyl
n@sirodAb_1@0	sirodAb	fiEolAl	sarAdiyb	faEAliyl
n@sitAr_1@1	sitAr	fiEAl	sutur	fuEul
n@Siygap_1@1	Siygap	fiylap	Siyag	fiyal
n@siyjArap_1@0	siyjArap	fiyEAlap	sajA}ir	faEA}il
n@siyjArap_1@0	siyjArap	fiyEAlap	sajAyir	faEAyil
n@siykArap_1@0	siykArap	fiyEAlap	sakA}ir	faEA}il
n@siykArap_1@0	siykArap	fiyEAlap	sakAyir	faEAyil
n@siyrap_1@1	siyrap	fiylap	siyar	fiyal
n@su&Al_1@0	su&Al	fuEAl	>aso}ilap	>afoEilap
n@SubAE_1@1	SubAE	fuEAl	SawAbiE	fawAEil
n@SuboH_1@1	SuboH	fuEol	>aSobAH	>afoEAl
n@sud~_1@1	sud~	fuE~	>asodAd	>afoEAE
n@sud~ap_1@1	sud~ap	ful~ap	sudad	fulal
n@Sudog_1@1	Sudog	fuEol	>aSodAg	>afoEAl
n@SuEoluwk_1@1	SuEoluwk	fuEoluwl	SaEAliyk	faEAliyl
n@suforap_1@1	suforap	fuEolap	sufar	fuEal
n@suhob_1@0	suhob	fuEol	suhuwb	fuEuwl
n@suHot_1@1	suHot	fuEol	>asoHAt	>afoEAl
n@sulaHofAp_1@1	sulaHofAp	fulaEolAp	salAHif	falAEil
n@sul~am_1@1	sul~am	fuE~al	salAlim	faEAEil
n@suloTAn_1@1	suloTAn	fuEolAl	salATiyn	faEAliyl
n@suloTap_1@2	suloTap	fuEolap	sulaT	fuEal
n@sun~ap_1@0	sun~ap	ful~ap	sunan	fulal
n@sunobuk_1@0	sunobuk	fuEolul	sanAbik	faEAlil
n@sunobul_1@1	sunobul	fuEolul	sanAbil	faEAlil
n@sunobuwq_1@1	sunobuwq	fuEoluwl	sanAbiyk	faEAliyl
n@sunobuwq_1@1	sunobuwq	fuEoluwl	sanAbiyq	faEAliyl
n@Sunobuwr_1@1	Sunobuwr	fuEoluwl	SanAbiyr	faEAliyl
n@Sunoduwq_1@1	Sunoduwq	fuEoluwl	SanAdiyq	faEAliyl
n@SuqoE_1@0	SuqoE	fuEol	>aSoqAE	>afoEAl
n@surobap_1@1	surobap	fuEolap	surab	fuEal
n@suroE_1@0	suroE	fuEol	>asorAE	>afoEAl
n@surom_1@1	surom	fuEol	>asorAm	>afoEAl
n@SuroSur_1@1	SuroSur	fuEolul	SarASir	faEAlil
n@SuroSuwr_1@0	SuroSuwr	fuEoluwl	SarASiyr	faEAliyl
n@sutorap_1@1	sutorap	fuEolap	sutar	fuEal
n@suw'_1@1	suw'	fuwl	>asowA'	>afoEAl
n@Suw~ap_1@1	Suw~ap	ful~ap	Suway	fulal
n@Suw~ap_1@1	Suw~ap	fuwlap	Suway	fuwal
n@suwq_1@1	suwq	fuwl	>asowAq	>afoEAl
n@suwr_1@1	suwr	fuwl	>asowAr	>afoEAl
n@suwrap_1@1	suwrap	fuwlap	suwar	fuwal
n@Suwrap_1@1	Suwrap	fuwlap	Suwar	fuwal
n@SuwS_1@0	SuwS	fuwl	SiySAn	fiylAn
n@suws_1@1	suws	fuwl	siysAn	fiylAn
n@TAbiq_1@1	TAbiq	fAEil	TawAbiq	fawAEil
n@TAbiyap_1@1	TAbiyap	fAEilap	TawAbiy	fawAEil
n@Tabol_2@0	Tabol	faEol	Tubuwl	fuEuwl
n@TAbuwr_1@1	TAbuwr	fAEuwl	TawAbiyr	fawAEiyl
n@tAbuwt_1@1	tAbuwt	fAEuwl	tawAbiyt	fawAEiyl
n@taEoriy$ap_1@1	taEoriy$ap	tafoEiylap	taEAriy$	tafAEiyl
n@taEowiy*_1@0	taEowiy*	faEoliyl	taEAwiy*	faEAliyl
n@taEowiy*_1@0	taEowiy*	tafoEiyl	taEAwiy*	tafAEiyl
n@TAfiyap_1@1	TAfiyap	fAEilap	TawAfiy	fawAEil
n@TAguwt_1@1	TAguwt	fAEuwl	TawAgiyt	fawAEiyl
n@TAHin_1@1	TAHin	fAEil	TawAHin	fawAEil
n@taHomiylap_1@1	taHomiylap	tafoEiylap	taHAmiyl	tafAEiyl
n@TAHuwnap_1@0	TAHuwnap	fAEuwlap	TawAHiyn	fawAEiyl
n@TA}ifap_1@1	TA}ifap	fAEilap	TawA}if	faEA}il
n@TA}ifap_1@1	TA}ifap	fAEilap	TawA}if	fawAEil
n@tAj_2@1	tAj	fAl	tiyjAn	fiylAn
n@TAjin_1@1	TAjin	fAEil	TawAjin	fawAEil
n@tajoribap_1@1	tajoribap	tafoEilap	tajArib	tafAEil
n@takiy~ap_1@0	takiy~ap	faEiy~ap	takAyA	faEAyA
n@talam_1@1	talam	faEal	>atolAm	>afoEAl
n@talobiyb_1@0	talobiyb	faEoliyl	talAbiyb	faEAliyl
n@talobiyb_1@0	talobiyb	tafoEiyl	talAbiyb	tafAEiyl
n@taloEap_1@0	taloEap	faEolap	tilAE	fiEAl
n@talofiyHap_1@1	talofiyHap	tafoEiylap	talAfiyH	tafAEiyl
n@taloHiyn_1@1	taloHiyn	faEoliyl	talAHiyn	faEAliyl
n@taloHiyn_1@1	taloHiyn	tafoEiyl	talAHiyn	tafAEiyl
n@talotalap_1@0	talotalap	faEolalap	talAtil	faEAlil
n@TaloyAniy~_1@1	TaloyAniy~	faEolAliy~	TalAyinap	faEAlilap
n@Taluwqap_1@0	Taluwqap	faEuwlap	TalA}iq	faEA}il
n@tamiymap_1@0	tamiymap	faEiylap	tamA}im	faEA}il
n@tamoriyn_1@0	tamoriyn	faEoliyl	tamAriyn	faEAliyl
n@tamoriyn_1@0	tamoriyn	tafoEiyl	tamAriyn	tafAEiyl
n@tanobar_1@1	tanobar	faEolal	tanAbir	faEAlil
n@Tanojarap_1@1	Tanojarap	faEolalap	TanAjir	faEAlil
n@tan~uwr_1@1	tan~uwr	faE~uwl	tanAniyr	faEAliyl
n@ta*okarap_1@0	ta*okarap	faEolalap	ta*Akir	faEAlil
n@Ta$ot_1@1	Ta$ot	faEol	Tu$uwt	fuEuwl
n@TAqiyap_1@1	TAqiyap	fAEilap	TawAqiy	fawAEil
n@taqoriyr_2@0	taqoriyr	faEoliyl	taqAriyr	faEAliyl
n@taqoriyr_2@0	taqoriyr	tafoEiyl	taqAriyr	tafAEiyl
n@TaqoTuwqap_1@1	TaqoTuwqap	faEoluwlap	TaqATiyq	faEAliyl
n@Tar~AHap_1@0	Tar~AHap	faE~Alap	TarAriyH	faEAliyl
n@tariybap_1@1	tariybap	faEiylap	tarA}ib	faEA}il
n@Tariydap_1@1	Tariydap	faEiylap	TarA}id	faEA}il
n@Tariyfap_1@0	Tariyfap	faEiylap	TarA}if	faEA}il
n@tAriyx_1@1	tAriyx	fAEiyl	tawAriyx	fawAEiyl
n@Taro$_2@0	Taro$	faEol	Turuw$	fuEuwl
n@Tarobuw$_1@1	Tarobuw$	faEoluwl	TarAbiy$	faEAliyl
n@Tarod_2@0	Tarod	faEol	Turuwd	fuEuwl
n@TaroHap_1@1	TaroHap	faEolap	TirAH	fiEAl
n@TaroHap_1@1	TaroHap	faEolap	TuraH	fuEal
n@tarotiylap_1@0	tarotiylap	tafoEiylap	tarAtiyl	tafAEiyl
n@tarowiyHap_1@1	tarowiyHap	tafoEiylap	tarAwiyH	tafAEiyl
n@Taroz_1@1	Taroz	faEol	Turuwz	fuEuwl
n@taSomiym_2@1	taSomiym	faEoliyl	taSAmiym	faEAliyl
n@taSomiym_2@1	taSomiym	tafoEiyl	taSAmiym	tafAEiyl
n@Tasot_1@1	Tasot	faEol	Tusuwt	fuEuwl
n@taSowiyrap_1@0	taSowiyrap	tafoEiylap	taSAwiyr	tafAEiyl
n@TA&uws_1@1	TA&uws	fAEuwl	TawAwiys	fawAEiyl
n@Tawiy~ap_1@1	Tawiy~ap	faEiy~ap	TawAyA	faEAyA
n@Tawod_1@1	Tawod	faEol	>aTowAd	>afoEAl
n@Tawof_2@1	Tawof	faEol	>aTowAf	>afoEAl
n@Tawor_1@1	Tawor	faEol	>aTowAr	>afoEAl
n@taxom_1@1	taxom	faEol	tuxuwm	fuEuwl
n@taxot_1@1	taxot	faEol	tuxuwt	fuEuwl
n@Tayor_1@0	Tayor	faEol	>aToyAr	>afoEAl
n@Tayor_1@0	Tayor	faEol	Tuyuwr	fuEuwl
n@tayos_1@1	tayos	faEol	>atoyAs	>afoEAl
n@tayos_1@1	tayos	faEol	tuyuws	fuEuwl
n@tik~ap_1@1	tik~ap	fiE~ap	tikak	fiEaE
n@timosAH_1@1	timosAH	fiEolAl	tamAsiyH	faEAliyl
n@timosAH_1@1	timosAH	tifoEAl	tamAsiyH	tafAEiyl
n@timovAl_1@0	timovAl	fiEolAl	tamAviyl	faEAliyl
n@timovAl_1@0	timovAl	tifoEAl	tamAviyl	tafAEiyl
n@tin~iyn_2@1	tin~iyn	fiE~iyl	tanAniyn	faEAliyl
n@tirob_1@0	tirob	fiEol	>atorAb	>afoEAl
n@tirobAs_1@0	tirobAs	fiEolAl	tarAbiys	faEAliyl
n@tirobAs_1@0	tirobAs	tifoEAl	tarAbiys	tafAEiyl
n@Tiros_1@0	Tiros	fiEol	Turuws	fuEuwl
n@tiros_1@1	tiros	fiEol	turuws	fuEuwl
n@TuEom_1@0	TuEom	fuEol	TuEuwm	fuEuwl
n@tuHofap_1@1	tuHofap	fuEolap	tuHaf	fuEal
n@tuhomap_1@1	tuhomap	fuEolap	tuham	fuEal
n@Tun~_1@0	Tun~	fuE~	>aTonAn	>afoEAE
n@Tunobur_1@0	Tunobur	fuEolul	TanAbir	faEAlil
n@Tunobuwr_1@1	Tunobuwr	fuEoluwl	TanAbiyr	faEAliyl
n@Tunub_1@0	Tunub	fuEul	>aTonAb	>afoEAl
n@Tur~ap_1@1	Tur~ap	ful~ap	Turar	fulal
n@turos_1@0	turos	fuEol	>atorAs	>afoEAl
n@Tuwl_1@1	Tuwl	fuwl	>aTowAl	>afoEAl
n@>u$Abap_1@1	>u$Abap	fuEAlap	>a$A}ib	faEA}il
n@$ub~Ak_1@0	$ub~Ak	fuE~Al	$abAbiyk	faEAliyl
n@>uDoHiy~ap_1@1	>uDoHiy~ap	>ufoEiy~ap	>aDAHiy~	>afAEiy~
n@>uDoHuwkap_1@1	>uDoHuwkap	>ufoEuwlap	>aDAHiyk	>afAEiyl
n@>uDoluwlap_1@0	>uDoluwlap	>ufoEuwlap	>aDAliyl	>afAEiyl
n@$uEobap_1@1	$uEobap	fuEolap	$uEab	fuEal
n@>ufoHuwS_1@0	>ufoHuwS	fuEoluwl	>afAHiyS	faEAliyl
n@>ufoHuwS_1@0	>ufoHuwS	>ufoEuwl	>afAHiyS	>afAEiyl
n@>ufokuwhap_1@1	>ufokuwhap	>ufoEuwlap	>afAkiyh	>afAEiyl
n@>ufonuwn_1@1	>ufonuwn	fuEoluwl	>afAniyn	faEAliyl
n@>ufonuwn_1@1	>ufonuwn	>ufoEuwl	>afAniyn	>afAEiyl
n@>ugowiy~ap_1@1	>ugowiy~ap	>ufoEiy~ap	>agAwiy~	>afAEiy~
n@>uHobuwlap_1@0	>uHobuwlap	>ufoEuwlap	>aHAbiyl	>afAEiyl
n@>uHofuwr_1@0	>uHofuwr	fuEoluwl	>aHAfiyr	faEAliyl
n@>uHofuwr_1@0	>uHofuwr	>ufoEuwl	>aHAfiyr	>afAEiyl
n@>uhojuw~ap_1@0	>uhojuw~ap	>ufoEuwlap	>ahAjiy~	>afAEiyl
n@>uhozuwjap_1@0	>uhozuwjap	>ufoEuwlap	>ahAziyj	>afAEiyl
n@>ujorap_1@1	>ujorap	fuEolap	>ujar	fuEal
n@$ukor_1@0	$ukor	fuEol	$ukuwr	fuEuwl
n@>ukorap_1@1	>ukorap	fuEolap	>ukar	fuEal
n@>ukosiyd_1@1	>ukosiyd	fuEoliyl	>akAsiyd	faEAliyl
n@>uko*uwbap_1@0	>uko*uwbap	>ufoEuwlap	>akA*iyb	>afAEiyl
n@>um~ap_1@0	>um~ap	ful~ap	>umam	fulal
n@>umoluwHap_1@1	>umoluwHap	>ufoEuwlap	>amAliyH	>afAEiyl
n@>unobuwb_1@0	>unobuwb	fuEoluwl	>anAbiyb	faEAliyl
n@>unobuwb_1@0	>unobuwb	>ufoEuwl	>anAbiyb	>afAEiyl
n@>unomulap_1@0	>unomulap	fuEolulap	>anAmil	faEAlil
n@>uno$uwdap_1@1	>uno$uwdap	>ufoEuwlap	>anA$iyd	>afAEiyl
n@>uno$uwTap_1@1	>uno$uwTap	>ufoEuwlap	>anA$iyT	>afAEiyl
n@>uqonuwm_1@0	>uqonuwm	fuEoluwl	>aqAniym	faEAliyl
n@>uqonuwm_1@0	>uqonuwm	>ufoEuwl	>aqAniym	>afAEiyl
n@>uqoSuwSap_1@1	>uqoSuwSap	>ufoEuwlap	>aqASiyS	>afAEiyl
n@$uqo*uf_1@0	$uqo*uf	fuEolul	$aqA*if	faEAlil
n@$ur~Abap_1@0	$ur~Abap	fuE~Alap	$arAriyb	faEAliyl
n@>urofap_1@0	>urofap	fuEolap	>uraf	fuEal
n@>urogun_1@1	>urogun	fuEolul	>arAgin	faEAlil
n@>urogun_1@1	>urogun	>ufoEul	>arAgin	>afAEil
n@>urojuwzap_1@0	>urojuwzap	>ufoEuwlap	>arAjiyz	>afAEiyl
n@>uroniyk_1@1	>uroniyk	fuEoliyl	>arAniyk	faEAliyl
n@>uroTap_1@0	>uroTap	fuEolap	>uraT	fuEal
n@$uro$uwr_1@1	$uro$uwr	fuEoluwl	$arA$iyr	faEAliyl
n@*urowap_1@0	*urowap	fuEolap	*uraY	fuEal
n@>uSobuwE_1@0	>uSobuwE	fuEoluwl	>aSAbiyE	faEAliyl
n@>uSobuwE_1@0	>uSobuwE	>ufoEuwl	>aSAbiyE	>afAEiyl
n@>usobuwE_1@1	>usobuwE	fuEoluwl	>asAbiyE	faEAliyl
n@>usobuwE_1@1	>usobuwE	>ufoEuwl	>asAbiyE	>afAEiyl
n@>usoquf_1@0	>usoquf	fuEolul	>asAqif	faEAlil
n@>usoquf_1@0	>usoquf	>ufoEul	>asAqif	>afAEil
n@>usoTuwl_1@1	>usoTuwl	fuEoluwl	>asATiyl	faEAliyl
n@>usoTuwl_1@1	>usoTuwl	>ufoEuwl	>asATiyl	>afAEiyl
n@>usoTuwrap_1@1	>usoTuwrap	>ufoEuwlap	>asATiyr	>afAEiyl
n@$uTofap_1@1	$uTofap	fuEolap	$uTaf	fuEal
n@>uTum_1@1	>uTum	fuEul	|TAm	|fAl
n@>u*un_1@0	>u*un	fuEul	|*An	|fAl
n@>uwDap_1@0	>uwDap	fuwlap	>uwaD	fuwal
n@>uw$iy~ap_1@0	>uw$iy~ap	fuwEiylap	>awA$iy	fawAEil
n@>uxoduwd_1@0	>uxoduwd	fuEoluwl	>axAdiyd	faEAliyl
n@>uxoduwd_1@0	>uxoduwd	>ufoEuwl	>axAdiyd	>afAEiyl
n@vadoy_1@0	vadoy	faEol	>avodA'	>afoEAl
n@vadoy_1@0	vadoy	faEol	>avodA}	>afoEAl
n@vadoy_1@0	vadoy	faEol	>avodA&	>afoEAl
n@vaEolab_1@1	vaEolab	faEolal	vaEAlib	faEAlil
n@vagor_1@0	vagor	faEol	vuguwr	fuEuwl
n@vaman_1@1	vaman	faEal	>avomAn	>afoEAl
n@vamar_1@0	vamar	faEal	>avomAr	>afoEAl
n@vamar_1@0	vamar	faEal	vimAr	fiEAl
n@vAniyap_1@1	vAniyap	fAEilap	vawAniy	fawAEil
n@vawob_1@0	vawob	faEol	>avowAb	>afoEAl
n@vawob_1@0	vawob	faEol	viyAb	fiEAl
n@vawor_1@0	vawor	faEol	viyrAn	fiyEAn
n@vinoy_1@1	vinoy	fiEol	>avonA'	>afoEAl
n@vinoy_1@1	vinoy	fiEol	>avonA&	>afoEAl
n@viqal_1@1	viqal	fiEal	>avoqAl	>afoEAl
